CLASS,REGION-CENTROID-COL,REGION-CENTROID-ROW,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN
BRICKFACE,0.127490039840637,0.577405857740586,0,0,0.0217864941176471,0.000439534436865572,0.0161490683882566,0.000109535101763708,0.0379550765439218,0.0300324664770092,0.0574374097390471,0.0249415427921577,0.818930034880353,0.218592966045681,0.474576258743896,0.0574374097390471,0.5783389,0.101048838939347
BRICKFACE,0.314741035856574,0.351464435146443,0,0,0.0479302862745098,0.00175814001623745,0.021118001172795,0.000398066635255176,0.149238325305603,0.155844159449317,0.176730480289172,0.113795793022734,0.88888888563786,0.287688440179857,0.286016946122702,0.176730480289172,0.39043593,0.17858492762507
BRICKFACE,0.378486055776892,0.305439330543933,0,0,0.0588235450980392,0.00222999184637111,0.036024833290383,0.00164837341664592,0.166279376182165,0.172077916622744,0.198821795295863,0.126266558806966,0.876543205852766,0.317839196846355,0.247881353306342,0.198821795295863,0.39879107,0.172739783785813
BRICKFACE,0.573705179282869,0.380753138075314,0,0,0.0348583788235294,0.00106005604921776,0.0583850870568269,0.00107130809911528,0.160857221095499,0.161525964598004,0.197349049356782,0.121590024268433,0.839506169090078,0.336683398563168,0.254237298154266,0.197349049356782,0.41776258,0.156695434104189
BRICKFACE,0.0677290836653386,0.531380753138075,0,0,0.0348583858823529,0.000982489418781689,0.0186335373519542,0.00021639871684157,0.0400206588697338,0.053571429354128,0.043446242463577,0.0233826958415371,0.98148148069273,0.136934672676511,0.444915237447932,0.0486008843991098,0.5438712,0.309280844208403
BRICKFACE,0.545816733067729,0.510460251046025,0,0,0.0261437921568627,0.000775649428163947,0.0260869534107482,0.000152280518941677,0.0449264168063956,0.0568181807888135,0.0522827691289929,0.0257209659167275,0.967078189338515,0.15829145836595,0.423728804833381,0.0544918979787047,0.5582011,0.269333372424881
BRICKFACE,0.47808764940239,0.426778242677824,0,0,0.0675381176470588,0.00266952863927243,0.0658384952895344,0.00110336671838118,0.141234194925924,0.146103894917988,0.168630341173562,0.107560399608405,0.878600818903368,0.285175868644416,0.300847439609667,0.168630341173562,0.39658895,0.17519682467417
BRICKFACE,0.374501992031872,0.192468619246862,0,0,0.0718954,0.00595311000208727,0.0472049568195679,0.00123961718472063,0.183320434030068,0.180194798862055,0.228276893017107,0.138737338620816,0.802469126771833,0.385678390866077,0.209745760489981,0.228276893017107,0.42569095,0.146766193449526
SKY,0.553784860557769,0.0585774058577406,0,0,0.039215637254902,0.00255964906585801,0.0248447097611981,0.0000854901959794254,0.89233155359664,0.860389619639695,0.943299006308549,0.869056843521221,0.325102865698826,0.595477373497513,0.347457619200661,0.943299006308549,0.17250364,0.0326913257110624
SKY,0.561752988047809,0.0920502092050209,0,0,0.0196077929411765,0.00108832908897857,0.0111801514794937,0.000252178703297889,0.770978575398252,0.706980529975807,0.852724610804679,0.745908023510272,0.125514394234872,0.72236176681618,0.338983032426027,0.852724610804679,0.24777646,0.0227825080423847
SKY,0.258964143426295,0.125523012552301,0,0,0.0239651741176471,0.000571959562049605,0.00869571784498647,0.000236403561289772,0.764781855609043,0.694805217574633,0.854197350116367,0.737334376856294,0.0823044479500043,0.760050249395533,0.319915236017847,0.854197350116367,0.26204562,0.0233891930416774
SKY,0.653386454183267,0.368200836820084,0,0,0.0348584533333333,0.00082735933419477,0.0173913216527129,0.000341963171517992,0.651174838146393,0.577110384926052,0.782032394830395,0.583787963093126,0.0925925965363513,0.943467338316898,0,0.782032394830395,0.33041757,0.0598963924500262
SKY,0.904382470119522,0.0376569037656904,0,0,0.0413943019607843,0.00085629714253004,0.0186335384699666,0.00054299750737415,0.871417532809219,0.832792201032531,0.93151695926718,0.844894720346228,0.281892974969516,0.636934673807164,0.322033877944556,0.93151695926718,0.18889166,0.0339044362524755
SKY,0.49003984063745,0.0753138075313808,0,0,0.039215737254902,0.0012410332769979,0.0236024348073022,0.000654546293910566,0.895429896062894,0.870941535138461,0.94698085458777,0.864380315997496,0.380658423620637,0.599246202534343,0.283898285128196,0.94698085458777,0.16561614,0.0481519708857918
SKY,0.617529880478088,0.0878661087866109,0,0,0.0305009239215686,0.000284406987548264,0.0583850535164563,0.000750714837428224,0.950167883816201,0.948052029642435,0.969808579014664,0.931410812738556,0.530864189277549,0.449748721929371,0.381355928163602,0.969808579014664,0.113055356,0.0463678321736123
SKY,0.0796812749003984,0.330543933054393,0,0,0.0261438407843137,0.0000775644436858591,0.0173913216527129,0.00040608163630976,0.79111801056911,0.773538926351145,0.851988241148835,0.743569735196579,0.471193371921199,0.620602975786597,0.154660994124354,0.851988241148835,0.17969723,0.0802715085872263
SKY,0.0278884462151394,0.117154811715481,1,0,0.0544662980392157,0.00197144170539291,0.040993787764361,0.000504929853601872,0.790343424952546,0.74918833807477,0.874815899301797,0.740452073563458,0.292181068000305,0.741206025065655,0.135593197716174,0.874815899301797,0.22295359,0.0616752864207956
SKY,0.48207171314741,0,0,0,0.0392156862745098,0.000542962870272832,0.0645963053045773,0.00364404933546808,1,1,1,1,0.528806578078799,0.361809046078382,0.531779644154877,1,0.09277301,0.001724018778843
SKY,0.171314741035857,0.284518828451883,0,0,0.0174291776470588,0.000600815048750743,0.0173913216527129,0.000291190865777046,0.751097358670716,0.685876589400352,0.838733454795777,0.720966477912191,0.123456727480564,0.747487403024861,0.298728797682958,0.838733454795777,0.2580791,0.0283522010280102
SKY,0.0239043824701195,0.0292887029288703,0,0,0.0501089647058824,0.0012733526772594,0.0211180302411161,0.00026983427889999,0.966434251477436,0.974026014821217,0.977908711502881,0.946999191052247,0.59876541439186,0.412060307189212,0.374999983315678,0.977908711502881,0.096352234,0.0586259789388606
SKY,0.745019920318725,0.129707112970711,0,0,0.0305011215686274,0.000949970889869465,0.0372671060082543,0.000912415391668876,0.759359721436397,0.698863611210523,0.836524279554313,0.735775475891645,0.156378525179085,0.695979895719174,0.351694903054079,0.836524279554313,0.24193405,0.0223434323763521
SKY,0.601593625498008,0.0292887029288703,0,0,0.0305010745098039,0.000794807611356721,0.0124223973650685,0.000196320181382604,0.781564729870325,0.710227250728675,0.864506591572116,0.762275873350713,0.0658435583600034,0.731155761536957,0.385593212017021,0.864506591572116,0.2546684,0.014079313722436
SKY,0.474103585657371,0.263598326359833,0,0,0.0130719450980392,0.000155130503437718,0.0111801514794937,0.0000561035286568298,0.710043902712437,0.650974049099237,0.816642100024727,0.653936051319219,0.185185193072703,0.834170877907123,0.0889830181251799,0.816642100024727,0.2767844,0.0575248241672644
SKY,0.565737051792829,0.0543933054393305,0,0,0.0501089137254902,0.00158361483597454,0.019875756628835,0.000822855711327439,0.889749578303628,0.859577895620309,0.938880722099553,0.866718632370425,0.339506125571557,0.585427109968815,0.34957626112737,0.938880722099553,0.16939692,0.0336735193691915
SKY,0.717131474103586,0.0669456066945607,0,0,0.0283224078431373,0.00080796996281303,0.0111801235291849,0.000184339210340517,0.962561393108022,0.968344180451752,0.971281318326353,0.947778606460527,0.58641974719936,0.396984923202697,0.413135576132038,0.971281318326353,0.09626316,0.0493744033527501
SKY,0.422310756972112,0.0418410041841004,0,0,0.0261435905882353,0.000901223515540412,0.0260869534107482,0.000294481498333873,0.883811042101039,0.845779230147896,0.940353461411241,0.860483196867242,0.281892974969516,0.621859267207584,0.347457619200661,0.940353461411241,0.18402189,0.0297594596648714
SKY,0.896414342629482,0.301255230125523,0,0,0.0348584039215686,0.000904924708078445,0.023602405738981,0.000366007114327535,0.631809988592099,0.544642885189587,0.774668598861056,0.564302367441859,0,1,0,0.774668598861056,0.36206177,0.0540963570934266
SKY,0.366533864541833,0.0753138075313808,0,0,0.0479303490196078,0.00214597561171414,0.0310559369530474,0.00113543154107985,0.895688114506216,0.869318174762028,0.946244418657994,0.867498005689852,0.366255108192347,0.594221104689591,0.307203365389795,0.946244418657994,0.16648434,0.0432162615005087
SKY,0.235059760956175,0.171548117154812,0,0,0.0283224549019608,0.00104067163423714,0.0173912948204165,0.000534320131178078,0.778208134104048,0.737824669335839,0.856406525357831,0.734216638060276,0.302469086957017,0.706030159247872,0.18432200016608,0.856406525357831,0.21837935,0.0558324962287437
SKY,0.709163346613546,0.376569037656904,0,0,0.0174293274509804,0.000672233019265043,0.013664558058102,0.00023777384188402,0.940614498547312,0.923701258736191,0.975699602535349,0.91971937117009,0.421810666114158,0.526381910669869,0.364406754614335,0.975699602535349,0.14110672,0.0374759383588322
SKY,0.442231075697211,0.0794979079497908,0,0,0.0217865588235294,0.000474984485068318,0.0273292015323477,0.000519416672461346,0.789568839335983,0.736201308959405,0.862297482604584,0.763834711182082,0.199588471463953,0.680904523039191,0.332627106645899,0.862297482604584,0.22538376,0.0269914593555985
SKY,0.406374501992032,0.221757322175732,0,0,0.0261437921568627,0.00122026141874539,0.0298136060985338,0.000662855510797868,0.758326917376512,0.703733780002161,0.836524279554313,0.7279812867348,0.201646082662704,0.701004993563926,0.296610155756248,0.836524279554313,0.2367968,0.032526255351559
SKY,0.689243027888446,0.163179916317992,0,0,0.039215737254902,0.00132656208660299,0.0211180302411161,0.000687123375890806,0.749031750550945,0.691558416464623,0.833578800930937,0.714731049423818,0.183127563355433,0.731155761536957,0.264830507787812,0.833578800930937,0.2473368,0.0358893762833053
SKY,0.314741035856574,0.121338912133891,0,0,0.0239651254901961,0.00100198238592773,0.0161490757671382,0.000557012360411943,0.771753195871517,0.702922055982775,0.854933719772211,0.749805093536864,0.0884773556203318,0.729899492729035,0.364406754614335,0.854933719772211,0.2540513,0.0178391446705209
SKY,0.262948207171315,0.251046025104602,0,0,0.0653594745098039,0.00155130311464435,0.0335403415192334,0.00021639770698042,0.87813065462837,0.844155869771462,0.933726068234712,0.851909529168838,0.314814809705075,0.61557790055491,0.324152538939062,0.933726068234712,0.17967218,0.0354330096500092
SKY,0.362549800796813,0.188284518828452,0,0,0.0174291274509804,0.0000517095849118773,0.0186335384699666,0.000408754067937111,0.878388873071692,0.846590873810139,0.932253328923024,0.851909529168838,0.331275680776557,0.606783905834133,0.322033877944556,0.932253328923024,0.17606053,0.0378376772548854
SKY,0.262948207171315,0.0878661087866109,0,0,0.0370370196078431,0.00185488442859327,0.0397515687110827,0.000945606209549651,0.879938044304819,0.840909112492621,0.942562636652705,0.851130155849411,0.275720159891785,0.652010035180614,0.302966081536376,0.942562636652705,0.19062504,0.0365471928781823
SKY,0.49402390438247,0.146443514644351,1,0,0.0239650760784314,0.00106739909709729,0.0484472317734639,0.000563888577114296,0.868319190342965,0.823863645910198,0.934462437890556,0.840997608230784,0.238683121277244,0.667085396554065,0.315677952164428,0.934462437890556,0.20012376,0.0321101045799584
FOLIAGE,0.398406374501992,0.460251046025105,1,0,0.0261437921568627,0.00147169161970302,0.0335403705875546,0.000640680409818967,0.023754197095405,0.00811688370034997,0.0397643590591726,0.0218238502938784,0.765432088157293,0.197236178094935,0.565677949304259,0.0397643590591726,0.8435185,0.00218416607379163
FOLIAGE,0.0796812749003984,0.464435146443515,0,0,0.0174291941176471,0.000704518736941454,0.00993788770572126,0.000291191082175864,0.00387296712232276,0,0.00810014706848198,0.00311769284901971,0.862139914498552,0.131909547696081,0.576271169615772,0.00810014706848198,0.5555556,0.0160099160083389
FOLIAGE,0.175298804780877,0.326359832635983,0,0,0.0305010862745098,0.00059466499265964,0.017391302199298,0.000341963496116218,0.0160082635478935,0.00081168829698305,0.042709868831297,0.0023382696543018,0.771604934716506,0.250000002826633,0.470338965356579,0.042709868831297,0.9861111,0.0754363573888371
FOLIAGE,0.0677290836653386,0.317991631799163,0,0,0.0610021764705882,0.00342517544612846,0.0422360179977629,0.00126013013359309,0.0203976257288188,0.0089285711937616,0.0375552268957642,0.0132501938191678,0.798353904374333,0.202261301944711,0.523305066914141,0.0375552268957642,0.86277056,0.0558679677307185
FOLIAGE,0.203187250996016,0.380753138075314,0,0,0.0283224419607843,0.000885533050469427,0.0186335384699666,0.000408753418740657,0.0201394268052495,0.00487013007410609,0.0419734912225811,0.0116913475700281,0.769547319814053,0.226130646732406,0.512711847746696,0.0419734912225811,0.89973545,0.0498956157464484
FOLIAGE,0.211155378486056,0.334728033472803,0,0,0.0566448745098039,0.00268891916249387,0.0186335384699666,0.000184339852323676,0.022721404886798,0.00405844185017499,0.0530191454122302,0.00857365507174887,0.742798346452522,0.270100495964433,0.46610168150316,0.0530191454122302,0.94481075,0.0637944584729437
FOLIAGE,0.314741035856574,0.317991631799163,0,0.5,0.956427098039216,1,1,1,0.470178140051995,0.42938312963163,0.523564060945773,0.45284491183648,0.411522610120407,0.50125628576772,0.417372859985457,0.523564060945773,0.30628127,0.020167809856589
FOLIAGE,0.553784860557769,0.472803347280335,0,0,0.0392156862745098,0.000775649794658396,0.0248447209413217,0.000758731475900529,0.017557448723701,0.0016233765939661,0.0405007353424099,0.00857365507174887,0.765432088157293,0.231155778496755,0.508474561986498,0.0405007353424099,0.97376543,0.0488313780239294
FOLIAGE,0.270916334661355,0.535564853556485,0,0,0.111111090196078,0.00309471193885337,0.0472049679996914,0.00120381731842624,0.12600051978313,0.11688311593439,0.149484531299819,0.109898673892481,0.777777768312757,0.261306535163253,0.444915237447932,0.158321066580846,0.38661182,0.153472049392343
FOLIAGE,0.0318725099601594,0.288702928870293,0,0,0.115468407843137,0.0239998942401732,0.372670769399331,0.0515830583385245,0.164730191006358,0.126623380465719,0.209867446171816,0.153546378689123,0.54320983795153,0.381909527909649,0.483050830264292,0.209867446171816,0.5142537,0.0184282792453778
FOLIAGE,0.0199203187250996,0.292887029288703,0,0.5,0.161220039215686,0.0152544501152189,0.127950320003086,0.0205632327444304,0.0870126580019414,0.0560064918343629,0.125184100698202,0.0763834746256126,0.625514378494131,0.326633146341002,0.491525409411807,0.125184100698202,0.6281558,0.0263885179526479
FOLIAGE,0.290836653386454,0.493723849372385,0,0,0.0087145968627451,0.0000517099880557714,0.0024844718705297,0.0000213727266222193,0.00361476889588749,0,0.0103092785691511,0,0.864197525697302,0.144472362408462,0.552966084396546,0.0103092785691511,1,0.0809052512630514
FOLIAGE,0.159362549800797,0.267782426778243,0,0.5,0.603485843137255,0.0333968188979896,0.595031061178195,0.0228759446169063,0.383423714436056,0.346590895725723,0.433726035097746,0.36554947418396,0.473251020156988,0.463567837107964,0.417372859985457,0.433726035097746,0.29780185,0.0322831439811802
FOLIAGE,0.139442231075697,0.560669456066946,0,0,0.0108932470588235,0.000342578574664692,0.0285714272937002,0.0014880757038083,0.00593854944813476,0.0024350649640011,0.00957290096043519,0.0054559625734696,0.864197525697302,0.129396985205866,0.578389813830616,0.00957290096043519,0.25185186,0
FOLIAGE,0.370517928286853,0.556485355648536,0,0,0.0174291929411765,0.000206839857981656,0.0111801228583775,0.000120221589504138,0.00800413177394676,0,0.0228276873134927,0,0.829218101985215,0.187185929264728,0.516949137320454,0.0228276873134927,1,0.0809052512630514
FOLIAGE,0.0677290836653386,0.330543933054393,0,0,0.0413943333333333,0.000652838586769481,0.0149068321175881,0.000160295455076615,0.019623031746647,0.00405844185017499,0.0456553759524641,0.00701480882260923,0.767489704911599,0.247487431291192,0.478813538783755,0.0456553759524641,0.9261464,0.0679458473592329
FOLIAGE,0.266932270916335,0.384937238493724,0,0,0.0261437941176471,0.00100834445033163,0.0248447164692723,0.00069461376129133,0.0149754706421525,0.00081168829698305,0.0375552268957642,0.00467653944889978,0.779835385067063,0.228643206961314,0.497881335191935,0.0375552268957642,0.9876543,0.0640274510136057
FOLIAGE,0.175298804780877,0.405857740585774,0,0.5,1,0.0223306830549023,0.60993787764361,0.0114914848507844,0.347276032448522,0.305194818951341,0.405007353424099,0.326578331985087,0.446502056054717,0.492462313660009,0.396186421650568,0.405007353424099,0.35897508,0.0315905786578796
FOLIAGE,0.231075697211155,0.368200836820084,0,0,0.0305010921568627,0.00144787942821281,0.0223602457167549,0.000256472705040044,0.0142008787513828,0.00081168829698305,0.0368188492870482,0.00311769284901971,0.786008224218869,0.228643206961314,0.491525409411807,0.0368188492870482,0.9861111,0.0706478343508287
FOLIAGE,0.262948207171315,0.523012552301255,0,0,0.263616588235294,0.00647185357534532,0.0596273262343276,0.00230624969884498,0.108184869347324,0.0657467527130945,0.167893964890324,0.0857365507174887,0.530864189277549,0.442211052549178,0.394067779723858,0.167893964890324,0.66081303,0.0414092534918627
FOLIAGE,0.896414342629482,0.414225941422594,0,0,0.0130718956862745,0.000155129892613636,0.0111801228583775,0.000152280641567674,0.0116188999727002,0.00081168829698305,0.0294550824782395,0.00311769284901971,0.806584358428593,0.203517582059165,0.512711847746696,0.0294550824782395,0.9777778,0.0694912669403063
FOLIAGE,0.916334661354582,0.472803347280335,0,0,0.135076262745098,0.0261135410274829,0.040993787764361,0.00464055384536371,0.0209140207874213,0.0105519476416238,0.0390279827759353,0.0116913475700281,0.806584358428593,0.20728643370906,0.50635591624623,0.0390279827759353,0.895369,0.0763570040991825
FOLIAGE,0.406374501992032,0.476987447698745,0,0,0.0370370392156863,0.00144461492253704,0.0186335413767987,0.00049859340768412,0.012393493954872,0.00324675326098415,0.0257731950973992,0.00701480882260923,0.818930034880353,0.180904523039191,0.538135577562123,0.0257731950973992,0.9238095,0.054372697514506
FOLIAGE,0,0.292887029288703,0,0,0.477124196078431,0.46676652767801,0.206211162347133,0.14813433923198,0.148721930247,0.102272726442591,0.202503676712049,0.13639906433674,0.485596687349489,0.422110536798314,0.474576258743896,0.202503676712049,0.5952822,0.0171503600088727
FOLIAGE,0.912350597609562,0.472803347280335,0,0,0.0108932470588235,0.000187448699503173,0.00621118023533042,0.000109535188323235,0.00464756040736051,0,0.0132547863530575,0,0.855967073494894,0.154522612369321,0.54449150906259,0.0132547863530575,1,0.0809052512630514
FOLIAGE,0.227091633466135,0.410041841004184,0,0,0.0348583882352941,0.000439534436865572,0.063354032586706,0.00121022986459493,0.0299509412843049,0.0105519476416238,0.0559646571725725,0.0210444264678277,0.734567901657522,0.250000002826633,0.508474561986498,0.0559646571725725,0.8644824,0.0458058664712188
FOLIAGE,0.231075697211155,0.456066945606695,0,0,0.0849673215686275,0.00346610100866253,0.0322981269380045,0.0013487694697623,0.132971860045604,0.0771103849260521,0.219440344481293,0.0950896268093647,0.419753073433927,0.585427109968815,0.266949149714522,0.219440344481293,0.6812664,0.0555404215834342
FOLIAGE,0.553784860557769,0.476987447698745,0,0,0.0261437870588235,0.000387824897329198,0.0596273262343276,0.00272502238285106,0.0273689659912925,0.0113636365960744,0.0515463908575376,0.0171473101434977,0.761316865759792,0.239949739297935,0.497881335191935,0.0515463908575376,0.85319865,0.054988148459689
FOLIAGE,0.50199203187251,0.552301255230126,0,0,0.0588235294117647,0.000213303504175593,0.0198757740698277,0.000438140847065762,0.0291763486964012,0.00649350652196829,0.0625920503491012,0.015588464595839,0.709876530235482,0.287688440179857,0.470338965356579,0.0625920503491012,0.915376,0.0506938357368118
FOLIAGE,0.0876494023904383,0.493723849372385,0,0,0.0196078431372549,0.000135738714937825,0.00869565121145024,0.000109535209963117,0.00361476889588749,0,0.0103092785691511,0,0.864197525697302,0.144472362408462,0.552966084396546,0.0103092785691511,0.7777778,0.0809052512630514
CEMENT,0.756972111553785,0.451882845188285,0,0,0.043572968627451,0.00225806217979729,0.0211180436572644,0.000557011999747246,0.277820820381745,0.264610371228812,0.319587611785069,0.246297724199603,0.691358010928212,0.39321606024627,0.31144066831101,0.319587611785069,0.27171725,0.0972872659216774
CEMENT,0.868525896414343,0.288702928870293,0,0,0.0501088901960784,0.000575273247790039,0.0149068321175881,0.000673239660536617,0.27678803723588,0.265422095248197,0.319587611785069,0.242400626113776,0.705761307837982,0.398241192010619,0.288135568981615,0.319587611785069,0.28296396,0.105321802043481
CEMENT,0.537848605577689,0.142259414225941,0,0,0.0479302745098039,0.00269531518871672,0.0459627243501413,0.00110097450158303,0.369997428969711,0.351461027991388,0.422680423986153,0.332034274917092,0.617283933699131,0.472361786602612,0.254237298154266,0.422680423986153,0.25936732,0.0898917913477298
CEMENT,0.258964143426295,0.623430962343096,0,0,0.11764708627451,0.00705841607381826,0.0621118023533042,0.000309904386346331,0.159308035919691,0.133116873107818,0.209131069888578,0.131722529798206,0.635802453006401,0.40452259258289,0.34957626112737,0.209131069888578,0.4260139,0.0726896140350318
CEMENT,0.752988047808765,0.393305439330544,0,0,0.0740740901960784,0.00400752657433799,0.0484471870529698,0.00121023181218429,0.318874262397344,0.301136344958309,0.37334314010793,0.278254092649911,0.64197530512117,0.468592968872314,0.235169501746086,0.37334314010793,0.29599184,0.0991253346603703
